,tweet,sentiment
3859,the wait time for a baggage question be 60 minute that 's crazy be there a limit to the amount of bag i can bring internationally,0
3860,help ! attempting to cancelled flight a flight but ca not get thru 800 number call get drop when say agent flight be 2/24,0
3861,my home for the next 8.5 hr 777 gfc ! E_SMILEY,4
3862,if there be empty first class seat on my flight at check in why would not i be automatically upgraded ?,2
3863,no chance in hell i 'd rather walk worst airline ever,0
3864,accord to jfk plenty of plane be land no problem there,0
3865,horrible flight !,0
3866,i be able to get a seat on earlier flight sfo to ind can you add me to 6pm ord to ind ?,2
3867,resolved over hour of work on ground amp somehow the system reset itself during takeoff i appreciate the quick response/service,4
3868,oh be it only in atlanta ?,2
3869,ca not wait ! thanks for the response ! ❤️,4
3870,just sent a dm thank you for the acknowledgment,4
3871,be u pay incedentals ? noworstairline,2
3872,thanks already subscribe and have a rr account had receive a promo code last month but have since ee_teaseired any new offer ?,4
3873,thanks,4
3874,hey guy ! thanks for answer me and thanks for keep me on hold for an hour on customer service at 12 pm pst !,0
3875,i just checked the ap and it say my flight have be move back a day ? no ee_teaselanations why no answer on the 800 number,0
3876,day have come where i be suppose to get my money back from you but my bank have not receive anything but after,0
3877,“ thanks for include u on your tour ! did you pack your winter coat ? ” unfortunately yes ❄️⛄️ werenotincalianymore,0
3878,see you in atl ! “ congrats to our destinationdragons winner ! ready atlanta ?,2
3879,heard apology ~45 time in the gt 60 min i be on hold now fly from another airport at a different time but delayed again,0
3880,seat in row 8 do not recline should mention that on your website soreback,0
3881,3days and no call bag or anyone to pick up my call held on ph til 130 be and hold again now insane help,0
3882,do that yesterday on the phone with them now,2
3883,there 's a current cancelled flightlation in indianapolis my girlfriend be strand any idea or help you can provide ?,2
3884,get this message on your site to call about my flight just give up after be on hold for 3 hours !,0
3885,thanks yup i 'm all set it happens slc ground staff be prompt helpful and courteous,4
3886,thank you !,4
3887,be my bag here yet ? they be at palm springs airport i be at lax how come i beat my bag here,0
3888,"i hear delta be offering 2,500 mile to frequent flyer if their bag do not come out within 20 minute of land thought ?",2
3889,you guy should really improve the service ee_teaseerience with your on site personnel this have be one of the bad ee_teaseeriences,0
3890,me because it might not be so urgent for you but it really be for me 5,0
3891,stl-bos flight today be cancelled flightled online resched form give an error on hold for past 90 min help ! teribleservice,0
3892,oh yeah ! great flight down to mexico with a wonderful crew ! thank you !,4
3893,our flight attendant announce that we have transportation wait for u for that flight so i think we 'l make it,2
3894,can you give me info on flt 681 out of bdl ? i see it 's cancelled flightled,2
3895,love the passbook update used it the day after it be release finally ! thank you !,4
3896,filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,2
3897,flight delayed 3 time today due to flight officer 4333 from pit to ord 5 hour delay to date bademployeproblem ?,0
3898,an already pleasant flight from london to charlotte us733 be make fantastic by an amaze attendant thank you so much robert !,4
3899,i would be on my way but wether have delayed yet again love the charlotte ice storm ! good luck with mad customer,0
3900,anything serious i should worry about ?,0
3901,.handle thanks hopefully this be easily resolve,4
3902,i have be do that all day ca not find my bag anywhere bc they 're say it be never scan amp technically never left lax,0
3903,.handle just disappointed with the flight booking problems process and add ’ l fee to sit together on a more crowd flight not impressed so far -/,2
3904,as one of the traveler affected by the boston storm i 'm shock at virgin 's complete apathy toward their customer,0
3905,happy to enter your sweepstakes again nutsaboutsouthwest,4
3906,i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport not possible via website ?,2
3907,my wife left her phone on flight awe474 on friday february 20th upon land in minneapolis how can we get it back ? thanks !,2
3908,i appreciate the response but the constant change of the flight time be frustrate to say the least toughtomakeplans,0
3909,hey ! dm not work ua 307 !,0
3910,wow that 's helpful,4
3911,so the preference option be not something that you honor ? so why have it a one of the service if not apply ?,0
3912,not too impressed with your airline but i would feel a lot well fly with if you upgraded me up to first class tomorrow,0
3913,249 ewr dfw be now stop bna to refuel 4 bad weather ? are you just try to get the plane closer 2 dfw then cancelled flight on u ?,0
3914,make to check in my carry on from flight 1449 pbi to newark plane luggage stow not full u r cost me time money amp aggravation !,0
3915,no one want to commit to say if this plane be get cancelled flighted or not customer relation be close patience go,0
3916,what if business a usual meant drop the bully mentality and foster inspiration for a great business employerelations,0
3917,my daughter be strand in charlotte because us airways cancelled flightled her flight tonight completely dissatisfied with,0
3918,really miss a prime opportunity for men without hats parody there,2
3919,just get my lose kindle in the mail ! thanks again,4
3920,you will be hearing a lot more from me instead of your feedback when i get back home,0
3921,paid for in flight wifi from austin to san diego be not useable possible to get a refund ? conf 8x7xvm,0
3922,be give u free movie because apparently the dunkin donut coffee be a safety hazard thingsyoucantmakeup switch2sbux ?,0
3923,i will is it down or be just me ?,0
3924,san diego to chicago leaving at 6:15 be tomorrow,2
3925,gave up after more than 2 hour on hold still need that receipt last time it be promise it never arrive help ? !,0
3926,so appreciate !,4
3927,if i wait i 'l lose the flight so frustrate,0
3928,looking cool,4
3929,i 've get a ba flight a your airport could not accommodate u we be left without any info no voucher for food nothing,0
3930,cancelled flights flt from ewr `` no crew '' .tels wife amp 4 yr old to `` get to ny to catch to yyz ! good customerservice be dead,0
3931,thanks for get me to orlando early happiness,4
3932,you cx'ed almost the entire east coast flight all other plane be take off any travel fine i need to get to nev asap,0
3933,how be flight look for tomorrow morning from nashville bna to fort lauderdale fll ? !,2
3934,be ur flight still cancelled flight from nashville tn today and tomorrow to dallas tx ? i be wait on phone to ur office for 40 min,0
3935,hawaii ! get me somewhere warm amp i can find some good to do flyitforward,4
3936,reschedule my return flight from japan ? uh why ? trying to call unitedairlines customerservice 45 min wait fun,0
